LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000",CLODAGH DESIGN INTERNATIONAL INC,115 E 23rd St,NEW YORK,NY,10010.0,541430.0,Corporation,Unanswered,Male Owned,Unanswered,,17.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000","CLOSED LOOP PARTNERS, LLC",3 Columbus Cir Ste 1608,NEW YORK,NY,10019.0,523999.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12.0,04/15/2020,First Republic Bank,NY - 10
"e $150,000-350,000",CLOUDBERRY CREATIVE INC,56 W 22ND ST FL 7,NEW YORK,NY,10010.0,541430.0,Corporation,Unanswered,Unanswered,Unanswered,,12.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",CLOUDMARGIN INC.,12 E 49th Street 11th floor,NEW YORK,NY,10017.0,541990.0,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,Silicon Valley Bank,NY - 12
"e $150,000-350,000",CLOUDSTREET LLC,50 CLINTON STREET APT 1C,NEW YORK,NY,10002.0,,Partnership,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NY - 07
"e $150,000-350,000",CLOVER II CORPORATION,345 7th Avenue,NEW YORK,NY,10001.0,423940.0,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/13/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000",CM WORKS INC.,247 W 38th St Rm 502,NEW YORK,NY,10018.0,315280.0,Corporation,Unanswered,Unanswered,Non-Veteran,,28.0,05/03/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",CMDTY INC.,311 W. 43rd Street,NEW YORK,NY,10036.0,541512.0,Corporation,Unanswered,Male Owned,Unanswered,,12.0,04/15/2020,Silicon Valley Bank,NY - 10
"e $150,000-350,000",CMJD CONSTRUCTION INC,70 Lafayette Street 4th Floor,NEW YORK,NY,10013.0,238310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21.0,04/09/2020,Valley National Bank,NY - 07
"e $150,000-350,000",CMR COMEDY LLC,208 WEST  23RD ST,NEW YORK,NY,10011.0,711110.0,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,48.0,04/06/2020,City National Bank,NY - 10
"e $150,000-350,000",CMR REST CORPORATION,249 Columbus ave,NEW YORK,NY,10023.0,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",CMW STRATEGIES LLC,233 Broadway 2310,NEW YORK,NY,10279.0,541618.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/13/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000","CMYK+WHITE, INC.",49 WEST 38TH STREET 4TH FLOOR,NEW YORK,NY,10018.0,541430.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,05/03/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",CNR GROUP ECS LLC,236 W 30TH ST FL 3,NEW YORK,NY,10001.0,541618.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",CO'R RESTAURANT LLC,54 W 31 Street,NEW YORK,NY,10001.0,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,44.0,04/07/2020,"OceanFirst Bank, National Association",NY - 10
"e $150,000-350,000",COBP CORP.,180 COLUMBUS AVE,NEW YORK,NY,10023.0,999990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",COBRA CATERERS INC,575 HUDSON ST,NEW YORK,NY,10014.0,722410.0,Corporation,Unanswered,Unanswered,Unanswered,,38.0,05/03/2020,"Bank of America, National Association",NY - 10
"e $150,000-350,000",COCKTAIL BLUE LLC,6 Delancey Street 0.0,NEW YORK,NY,10002.0,722410.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,85.0,04/09/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000",COCO TEA NY INC.,459 Lexington Ave,NEW YORK,NY,10017.0,424490.0,,Unanswered,Unanswered,Unanswered,,63.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000","COCOZZA GROUP, LLC",38 W 28TH ST FL 3,NEW YORK,NY,10001.0,236220.0,Corporation,Unanswered,Male Owned,Non-Veteran,,0.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","COEDITION, INC.",1133 BROADWAY STE 423,NEW YORK,NY,10010.0,448120.0,Corporation,Unanswered,Unanswered,Unanswered,,15.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",COGNAC FERRAND USA INC,545 5TH AVE RM 640,NEW YORK,NY,10017.0,424820.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,"HSBC Bank USA, National Association",NY - 12
"e $150,000-350,000","COGNAC ONE, LLC.",135 E 57TH ST UNIT 86,NEW YORK,NY,10022.0,424820.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000","COGNITO AMERICAS, LLC",1040 Avenue of the Americas 14B,NEW YORK,NY,10018.0,541820.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17.0,05/03/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",COHEN EQUITIES NY LLC,"660 MADISON AVE, STE 2100",NEW YORK,NY,10065.0,525990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 10
"e $150,000-350,000","COHEN GOLDSTEIN, LLP",850 Third Avenue,NEW YORK,NY,10022.0,541990.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,8.0,04/15/2020,"Citibank, N.A.",NY - 12
"e $150,000-350,000",COHERENCE CAPITAL PARTNERS LLC,515 MADISON AVE 24TH FLOOR,NEW YORK,NY,10022.0,525990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NY - 12
"e $150,000-350,000","COHERO HEALTH, INC.",12 E. 49th Street 11th Floor,NEW YORK,NY,10017.0,621999.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/30/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",COHORT INTELLIGENCE CORPORATION,"33 Irving Plaza, Floor 10",NEW YORK,NY,10003.0,541511.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,06/17/2020,Fountainhead SBF LLC,NY - 07
"e $150,000-350,000",COLDLION TECHNOLOGIES LLC,124 W 36 ST 404,NEW YORK,NY,10018.0,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/28/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",COLECCION PATRICIA PHELPS DE CISNEROS LLC,2 E 78TH ST,NEW YORK,NY,10075.0,541618.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/15/2020,Professional Bank,NY - 10
"e $150,000-350,000","COLIN COWIE LIFESTYLE, LLC",256 36TH ST,NEW YORK,NY,10018.0,541490.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14.0,04/13/2020,First Republic Bank,NY - 10
"e $150,000-350,000",COLONNADE PROPERTIES LLC,C/O COLONNADE PROPERTIES LLC 521 5TH AVE RM 1810,NEW YORK,NY,10175.0,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","COLOR CONFIDENTIAL, LLC",ATTN COLOR CONFIDENTIAL 2 E 61ST ST,NEW YORK,NY,10065.0,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,05/03/2020,"Bank of America, National Association",NY - 10
"e $150,000-350,000","COLOR MERCHANTS, INC.",6 E 45TH ST,NEW YORK,NY,10017.0,423940.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",COLORFAST NEW YORK LLC,"70 West 36th Street, Fl 5",NEW YORK,NY,10018.0,323111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14.0,04/28/2020,Celtic Bank Corporation,NY - 10
"e $150,000-350,000",COLORJEWELS INC.,36 West 44TH ST #900,NEW YORK,NY,10036.0,423940.0,Corporation,Unanswered,Unanswered,Unanswered,,23.0,04/07/2020,City National Bank,NY - 10
"e $150,000-350,000",COLT ELECTRICAL CONTRACTING,40 BROAD ST FL 4,NEW YORK,NY,10004.0,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,22.0,04/27/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",COLUMBIA ARTISTS MUSIC LLC,1500 BROADWAY STE 1900,NEW YORK,NY,10036.0,711410.0,Limited Liability Partnership,White,Male Owned,Non-Veteran,,12.0,04/10/2020,City National Bank,NY - 10
"e $150,000-350,000",COLUMBIA GREENHOUSE NURSERY SCHOOL,404 West 116th Street,NEW YORK,NY,10027.0,611699.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,19.0,04/30/2020,Cross River Bank,NY - 10
"e $150,000-350,000",COLUMBIA OMNI CORP,48 West 37th Street,NEW YORK,NY,10018.0,453210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28.0,04/27/2020,Bank Leumi USA,NY - 10
"e $150,000-350,000",COLUMBIA/BARNARD HILLEL INC.,606 W 115th St,NEW YORK,NY,10025.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15.0,04/30/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","COLUMBIDAE KIT, LLC",31 West 34TH ST,NEW YORK,NY,10001.0,424320.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/27/2020,Israel Discount Bank of New York,NY - 10
"e $150,000-350,000",COLUMBUS AVENUE KITCHEN LLC,795 Columbus Avenue,NEW YORK,NY,10025.0,531110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Idaho First Bank,NY - 10
"e $150,000-350,000",COLUMBUS AVENUE LINEN INC,457 Columbus Ave,NEW YORK,NY,10024.0,442299.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,27.0,05/02/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",COLUMBUS CITIZENS FOUNDATION INC,8 East 69th,NEW YORK,NY,10021.0,813410.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,16.0,04/05/2020,"OceanFirst Bank, National Association",NY - 07
"e $150,000-350,000",COLUMBUS TOWNHOUSE MANAGEMENT CORP,600 COLUMBUS AVE,NEW YORK,NY,10024.0,531311.0,Corporation,White,Male Owned,Non-Veteran,,10.0,04/30/2020,"Capital One, National Association",NY - 10
"e $150,000-350,000","COLUMBUS TOWNHOUSE NURSERY, INC",606 Columbus Ave,NEW YORK,NY,10024.0,624410.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25.0,04/30/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","COMET ML, INC.",100 Avenue of the Americas Third Floor,NEW YORK,NY,10013.0,511210.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/20/2020,Silicon Valley Bank,NY - 07
"e $150,000-350,000",COMICCONNECT CORP,36 W 37TH ST FL 6,NEW YORK,NY,10018.0,519190.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17.0,04/28/2020,"HSBC Bank USA, National Association",NY - 10
"e $150,000-350,000",COMINT APPAREL GROUP LLC,463 FASHION AVE FL 11 STE 1102,NEW YORK,NY,10018.0,315990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",COMMAND GROUP INC. DBA COMMAND EDUCATION,750 LEXINGTON AVE FL 9,NEW YORK,NY,10022.0,611691.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000","COMMENCEMENT GROUP INCORPORATED, THE",SUITE 56003 228 PARK AVE S,NEW YORK,NY,10003.0,541611.0,Corporation,Unanswered,Unanswered,Unanswered,,24.0,05/03/2020,"Bank of America, National Association",NY - 07
"e $150,000-350,000","COMMENTARY, INC.","561 7TH AVE, 16TH FL",NEW YORK,NY,10018.0,511120.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,04/29/2020,Signature Bank,NY - 10
"e $150,000-350,000","COMMERCIAL FILE OF NY, INC. DBA CFNYGROUP",110 E 30TH ST # 4,NEW YORK,NY,10016.0,423210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/11/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",COMMERCIAL PLUMBING SERVICES LLP,"580 8th Avenue, 6th Floor",NEW YORK,NY,10018.0,238220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Signature Bank,NY - 10
"e $150,000-350,000",COMMERCIAL TENANT SERVICES INC,307 7th Ave,NEW YORK,NY,10001.0,531390.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,"Newtek Small Business Finance, Inc.",NY - 10
"e $150,000-350,000","COMMON CONNECTION, LLC",175 W 72ND ST,NEW YORK,NY,10023.0,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",COMMON ENERGY LLC,175 Varick St Ste20-170,NEW YORK,NY,10014.0,541519.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,9.0,04/13/2020,Silicon Valley Bank,NY - 10
"e $150,000-350,000",COMMONWEAL FOUNDATIONS,475 Riverside Drive Room 405,NEW YORK,NY,10115.0,511120.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,05/20/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000","COMMONWEALTH TOY & NOVELTY CO, INC",875 Sixth Ave Room 910,NEW YORK,NY,10001.0,339930.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,12.0,04/15/2020,Dime Community Bank,NY - 10
"e $150,000-350,000",COMMUNICARE INC,30 E 40th St,NEW YORK,NY,10016.0,446110.0,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,11.0,04/15/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",COMMUNICATION INVESTMENT PARTNERS LLC,152 West 57th St #47,NEW YORK,NY,10019.0,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19.0,04/08/2020,City National Bank of Florida,NY - 10
"e $150,000-350,000","COMMUNICATIONS PLUS, INC. DBA BODDEN PARTNERS",1430 Broadway 403,NEW YORK,NY,10018.0,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18.0,05/03/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",COMMUNITY CHURCH OF NEW YORK,40 E 35TH ST,NEW YORK,NY,10016.0,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",COMMUNITY LEAGUE OF THE HEIGHTS INC,500 159TH ST,NEW YORK,NY,10032.0,813212.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,40.0,04/12/2020,"HSBC Bank USA, National Association",NY - 13
"e $150,000-350,000",COMMUNITY TORAH CENTERS SYNAGOGUE,646 west end ave,NEW YORK,NY,10025.0,923110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,25.0,04/30/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000","COMMUNITY VOICES HEARD, INC.","115 East 106th Street, 3rd Floor",NEW YORK,NY,10029.0,813219.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,16.0,04/07/2020,Spring Bank,NY - 12
"e $150,000-350,000",COMMUNITY WORD PROJECT INC-SBA SMALL 7A TERM,11 Broadway,NEW YORK,NY,10004.0,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0.0,05/03/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000",COMO HOLDINGS USA INC,"475 Park Avenue South, 19th Floor",NEW YORK,NY,10016.0,721110.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,05/07/2020,Customers Bank,NY - 12
"e $150,000-350,000",COMPAS GROUP,86 Orchard Street,NEW YORK,NY,10002.0,721199.0,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,40.0,05/14/2020,Cross River Bank,NY - 07
"e $150,000-350,000",COMPASS GROUP L.L.C.,135 E 57TH ST FL 30,NEW YORK,NY,10022.0,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,"Citibank, N.A.",NY - 12
"e $150,000-350,000",COMPETITIVE EDGE TUTORING LLC,132 W 3RD ST STE 2,NEW YORK,NY,10012.0,611691.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,26.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000",COMPLETE BODY DEVELOPMENT INC,10 HANOVER SQ APT 23A,NEW YORK,NY,10005.0,713940.0,Corporation,Unanswered,Unanswered,Unanswered,,59.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",COMPLETE CONTRACTING SYSTEMS INC-SBA SMALL 7A TERM,440 East 79th Street,NEW YORK,NY,10075.0,,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000",COMPLETE INSTALLATION INC,126 W 83rd St.,NEW YORK,NY,10024.0,238390.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,06/25/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000",COMPLETE MEDICAL CARE SERVICES OF NY PC,D/B/A COMPLETE CARE,NEW YORK,NY,10016.0,621111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 12
"e $150,000-350,000",COMPLETE SERVICES INC. DBA TWENTY-FOUR 7 CONTRACTING,260 W 35TH ST FL 8,NEW YORK,NY,10001.0,238990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15.0,04/15/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","COMPLETE SKIN &AMP; LASER SURGERY, P.C.",225 East 64th St.,NEW YORK,NY,10065.0,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/27/2020,New York Business Development Corporation,NY - 10
"e $150,000-350,000",COMPREHENSIVE PROFESSIONAL SYSTEMS INC.,11 HANOVER SQ FL 8,NEW YORK,NY,10005.0,541820.0,Corporation,Unanswered,Unanswered,Unanswered,,14.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",COMPREHENSIVE REHABILITATION CONSULTANTS,275 MADISON AVE STE 1916,NEW YORK,NY,10016.0,622110.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/30/2020,"Bank of America, National Association",NY - 12
"e $150,000-350,000",CONCEPT VISIONS DESIGN INC,120 E 34TH ST GRND FLR,NEW YORK,NY,10016.0,812112.0,Corporation,Unanswered,Unanswered,Unanswered,,21.0,06/18/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",CONCEPTS IN TIME LLC,45 W 36TH ST,NEW YORK,NY,10018.0,423220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/27/2020,Israel Discount Bank of New York,NY - 10
"e $150,000-350,000","CONCERTIV, INC.",450 SEVENTH AVE STE 1909,NEW YORK,NY,10123.0,541611.0,Corporation,Unanswered,Unanswered,Unanswered,,17.0,04/16/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",CONCESSI ENGINEERING PC,499 7TH AVE FL 11S,NEW YORK,NY,10018.0,541330.0,Corporation,Unanswered,Unanswered,Unanswered,,16.0,05/03/2020,"Bank of America, National Association",NY - 10
"e $150,000-350,000","CONCORD GLOBAL TRADING, INC.",295 5TH AVE,NEW YORK,NY,10016.0,423220.0,Corporation,Unanswered,Male Owned,Non-Veteran,,10.0,04/16/2020,Pinnacle Bank,NY - 12
"e $150,000-350,000",CONCORD INVESTMENT MANAGEMENT,"6 East 45th Street, 10th Floor",NEW YORK,NY,10017.0,523930.0,Partnership,Unanswered,Unanswered,Unanswered,,8.0,05/05/2020,Valley National Bank,NY - 12
"e $150,000-350,000","CONCORDIA SUMMIT, INC",404 Fifth Ave 7th Fl,NEW YORK,NY,10018.0,813990.0,Professional Association,Unanswered,Unanswered,Unanswered,,17.0,04/30/2020,Cross River Bank,NY - 10
"e $150,000-350,000","CONGEE VILLAGE RESTAURANT & BAR,  INC.",100 Allen Street,NEW YORK,NY,10002.0,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,42.0,04/28/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000",CONGREGATION ANSCHE CHESED,251 W 100th St,NEW YORK,NY,10025.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,40.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",CONGREGATION BEIT SIMCHAT TORAH,130 W 30th Street,NEW YORK,NY,10001.0,623210.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,30.0,04/16/2020,Valley National Bank,NY - 10
"e $150,000-350,000",CONNECT INC.,127 West 127th Street Ste 431,NEW YORK,NY,10027.0,813211.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/13/2020,Dime Community Bank,NY - 10
"e $150,000-350,000","CONNECTIONS PERSONNEL OF NEW YORK, INC.",333 West 39th Street,NEW YORK,NY,10018.0,561330.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/11/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000",CONQUEST CAPITAL GROUP LLC,555 MADISON AVE,NEW YORK,NY,10022.0,541611.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/14/2020,"U.S. Bank, National Association",NY - 12
"e $150,000-350,000",CONSOLIDATED ELECTRIC METER CO INC,450 SEVENTH AVE,NEW YORK,NY,10001.0,221122.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",CONSOLIDATED TOURS INC.,505 8th Ave Rm 801,NEW YORK,NY,10018.0,561520.0,Corporation,Unanswered,Unanswered,Unanswered,,22.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",CONSTANTIN ASSOCIATES LLP,575 Madison Avenue 25th Floor,NEW YORK,NY,10022.0,541219.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,20.0,04/14/2020,"Citibank, N.A.",NY - 12
"e $150,000-350,000",CONSTRUCTION PERMIT SERVICES CORP,263 W 38TH ST,NEW YORK,NY,10018.0,541618.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 10
"e $150,000-350,000","CONSULTANCY MEDIA, INC",1560 Broadway Ste 808,NEW YORK,NY,10036.0,541613.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/13/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000",CONSULTING ASSOCIATION OF NY INC,134 W 29TH ST,NEW YORK,NY,10001.0,541350.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/29/2020,"PNC Bank, National Association",NY - 10
"e $150,000-350,000",CONSUMER DYNAMICS LLC,135 Grand Street,NEW YORK,NY,10013.0,541613.0,Partnership,Unanswered,Unanswered,Unanswered,,10.0,04/30/2020,Celtic Bank Corporation,NY - 07
"e $150,000-350,000","CONSUMER EYES, INC.",200 PARK AVE S  SUITE # 1112,NEW YORK,NY,10003.0,541613.0,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,13.0,04/30/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000",CONTANGO IT,228 East 45th Street 11 South,NEW YORK,NY,10017.0,541511.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,11.0,04/15/2020,Manufacturers and Traders Trust Company,NY - 12
"e $150,000-350,000",CONTEMPORARY CONSERVATION LTD,460 W 34th St 3rd Floor,NEW YORK,NY,10001.0,711310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",CONTEMPORARY MANAGEMENT SERVICES LLC,240 RIVERSIDE BOULEVARD 17B,NEW YORK,NY,10069.0,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37.0,04/08/2020,IBERIABANK,NY - 10
"e $150,000-350,000",CONTEMPORARY RTW CO. LLC,180 Varick Street,NEW YORK,NY,10014.0,454113.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17.0,05/03/2020,Celtic Bank Corporation,NY - 10
"e $150,000-350,000",CONTENT DIRECTIONS INC DBA LINKSTORM,1 PENN PLZ # 6244,NEW YORK,NY,10119.0,,,Unanswered,Unanswered,Unanswered,,9.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",CONTINENTAL ADVISORS LLC,747 3rd Avenue,NEW YORK,NY,10017.0,541512.0,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,8.0,04/27/2020,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.",NY - 12
"e $150,000-350,000",CONTINENTAL VENTURES REALTY LLC,"641 LEXINGTON AVE, 24TH FL",NEW YORK,NY,10022.0,531110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 12
"e $150,000-350,000",CONVERSANO ASSOCIATES INC,150 BROADWAY RM 1616,NEW YORK,NY,10038.0,541330.0,Corporation,Unanswered,Unanswered,Unanswered,,18.0,05/03/2020,"Bank of America, National Association",NY - 07
"e $150,000-350,000",CONVERSEON INC,500 7TH AVE,NEW YORK,NY,10018.0,511210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,24.0,04/14/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",COOK GROUP SOLUTIONS,253 WEST 35TH ST,NEW YORK,NY,10001.0,561440.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13.0,04/27/2020,"Webster Bank, National Association",NY - 10
"e $150,000-350,000",COOK TRAVEL INC,108 W 81st St,NEW YORK,NY,10024.0,561510.0,Corporation,Unanswered,Unanswered,Unanswered,,15.0,05/08/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",COOP CAREERS INC,1460 Broadway 9th Floor 0.0,NEW YORK,NY,10036.0,624310.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20.0,04/15/2020,"JPMorgan Chase Bank, National Association",NY - 10
